Slug,Month,Day,FormattedDate,PrimaryArcanaNum,ArcanaName,VignetteTitle,WordCount,SimilarityPassed,Status
july-29,July,29,July 29,11,"Strength","The Savanna Cheetah Corridor Lead: Protecting Grassland Migration Reserves",167,TRUE,COMPLETED
july-30,July,30,July 30,3,"The Empress","The Micro-Algae Biofuel Estate Lead: Refining Zero-Carbon Aviation Fuel",163,TRUE,COMPLETED
july-31,July,31,July 31,4,"The Emperor","The World Ranger Day Governance Lead: Building Sanctuary Security Infrastructure",189,TRUE,COMPLETED
august-1,August,1,August 1,1,"The Magician","The Heliostat Solar Thermal Lead: Engineering Desert Molten Salt Power Towers",184,TRUE,COMPLETED
august-2,August,2,August 2,2,"The High Priestess","The Caldera Seismologist: Mapping Subterranean Magma Acoustic Frequencies",163,TRUE,COMPLETED
august-3,August,3,August 3,3,"The Empress","The Lavandin Distillation Master: Refining Helichrysum Volatile Oils",170,TRUE,COMPLETED
august-4,August,4,August 4,4,"The Emperor","The Penstock Hydro Engineer: Building Dual-Basin Storage Reservoirs",169,TRUE,COMPLETED
august-5,August,5,August 5,5,"The Hierophant","The Cryosphere Glaciologist: Deploying Glacier Thermal Barrier Blankets",157,TRUE,COMPLETED
august-6,August,6,August 6,6,"The Lovers","The Saffron Stigma Merchant: Structuring Piedmont Spice Trade Charters",163,TRUE,COMPLETED
august-7,August,7,August 7,7,"The Chariot","The Island Cargo Drone Pilot: Routing Electric Rotorcraft Payload Corridors",167,TRUE,COMPLETED
august-8,August,8,August 8,8,"Justice","The Elephant Corridor Attorney: Litigating Anti-Poaching Sanctuary Boundaries",151,TRUE,COMPLETED
august-9,August,9,August 9,9,"The Hermit","The Halite Core Curator: Archiving Continental Geological Drill Cylinders",179,TRUE,COMPLETED
august-10,August,10,August 10,10,"Wheel of Fortune","The Ocean Wave Hydrodynamics Lead: Tuning Hydraulic Ram Swell Converters",150,TRUE,COMPLETED
august-11,August,11,August 11,11,"Strength","The Serengeti Elephant Captain: Managing Grassland Ranger Outposts",156,TRUE,COMPLETED
august-12,August,12,August 12,12,"The Hanged Man","The Liquid Upcycling Lead: Reclaiming Nitrogen Bio-Fertilizer From Factory Effluent",133,TRUE,COMPLETED
august-13,August,13,August 13,13,"Transformation (Death)","The Basalt Ash Agro-Ecologist: Reclaiming Lava Fields into Fruit Agroforests",168,TRUE,COMPLETED
august-14,August,14,August 14,14,"Temperance","The Oasis Dew Collector: Deploying Solar Atmospheric Moisture Generators",143,TRUE,COMPLETED
august-15,August,15,August 15,15,"The Devil","The Hardwood Clearing Litigator: Exposing Fraudulent Timber Certificates",152,TRUE,COMPLETED
august-16,August,16,August 16,16,"The Tower","The Structural Seismic Auditor: Retrofitting Urban Skyscraper Shear-Walls",166,TRUE,COMPLETED
august-17,August,17,August 17,17,"The Star","The Upper Atmosphere Meteorologist: Telemetering Stratospheric Solar Balloons",167,TRUE,COMPLETED
august-18,August,18,August 18,18,"The Moon","The Reef Spawning Bio-Optics Lead: Mapping Coral Larvae Drift Patterns",156,TRUE,COMPLETED
august-19,August,19,August 19,19,"The Sun","The Mojave Heliostat Director: Supplying Solar Steam Power",143,TRUE,COMPLETED
august-20,August,20,August 20,20,"Judgement","The Orbital Asteroid Spectrometrist: Mining Platinum Space Metals",162,TRUE,COMPLETED
august-21,August,21,August 21,21,"The World","The Transcontinental Grid Diplomat: Ratifying Cross-Border Cable Treaties",129,TRUE,COMPLETED
august-22,August,22,August 22,22,"The Fool","The Precision Agtech Swarm Founder: Deploying Organic Oat Field Micro-Robots",176,TRUE,COMPLETED
august-23,August,23,August 23,5,"The Hierophant","The Pharmacognosy Scholar: Publishing Plant Monograph Quality Assays",155,TRUE,COMPLETED
august-24,August,24,August 24,6,"The Lovers","The Malagasy Vanilla Curing Master: Directing Gourmet Spice Co-Operatives",155,TRUE,COMPLETED
august-25,August,25,August 25,7,"The Chariot","The Levitation Transit Lead: Testing 300mph Maglev Rail Corridors",137,TRUE,COMPLETED
august-26,August,26,August 26,8,"Justice","The Groundwater Rights Arbitrator: Decreeing Agricultural Aquifer Limits",130,TRUE,COMPLETED
august-27,August,27,August 27,9,"The Hermit","The Polar Germplasm Curator: Archiving Frozen Crop Seeds",172,TRUE,COMPLETED
august-28,August,28,August 28,10,"Wheel of Fortune","The Low-Head Hydro Engineer: Building Alpine Run-of-River Intakes",143,TRUE,COMPLETED
august-29,August,29,August 29,11,"Strength","The Taiga Wildlife Captain: Tracking Sub-Zero Siberian Tiger Corridors",157,TRUE,COMPLETED
august-30,August,30,August 30,3,"The Empress","The Algae Biorefinery Director: Extracting Sustainable Plant Protein Isolates",132,TRUE,COMPLETED
august-31,August,31,August 31,4,"The Emperor","The Reserve Sanctuary Director: Administering Biosphere Radar Outposts",126,TRUE,COMPLETED
september-1,September,1,September 1,1,"The Magician","The Greenhouse Robotics Founder: Deploying Micro-Drone Pollination Swarms",138,TRUE,COMPLETED
september-2,September,2,September 2,2,"The High Priestess","The Root Exudate Biochemist: Mapping Sub-Surface Forest Defense Signals",145,TRUE,COMPLETED
september-3,September,3,September 3,3,"The Empress","The Vineyard Biodynamic Composting Master: Fermenting Organic Humus Preparations",135,TRUE,COMPLETED
september-4,September,4,September 4,4,"The Emperor","The Alpine Rockfall Engineer: Installing Cliff Face Retention Cable Nets",147,TRUE,COMPLETED
september-5,September,5,September 5,5,"The Hierophant","The Botanical Entomology Chair: Authoring Biopesticide Curricula",135,TRUE,COMPLETED
september-6,September,6,September 6,6,"The Lovers","The Piedmont Nut Harvest Lead: Managing Tonda Gentile Roasting Facilities",129,TRUE,COMPLETED
september-7,September,7,September 7,7,"The Chariot","The Vineyard Cableway Lead: Routing Terraced Slope Harvest Freight",150,TRUE,COMPLETED
september-8,September,8,September 8,8,"Justice","The Soil Contamination Litigator: Enforcing Lead Phytoremediation Orders",148,TRUE,COMPLETED
september-9,September,9,September 9,9,"The Hermit","The Dune Paleo-Hydrology Director: Archiving Sahara Fossil Aquifer Samples",141,TRUE,COMPLETED
september-10,September,10,September 10,10,"Wheel of Fortune","The Sub-Glacial Meltwater Turbine Engineer: Harnessing Ice Sheet Hydrokinetic Flow",140,TRUE,COMPLETED
september-11,September,11,September 11,11,"Strength","The Cryosphere Foundation Lead: Installing Thermosyphon Ground Cooling Loops",134,TRUE,COMPLETED
september-12,September,12,September 12,12,"The Hanged Man","The Waste Timber Lignin Bio-Refiner: Converting Sawmill Residue into Vanillin & Resin",134,TRUE,COMPLETED
september-13,September,13,September 13,13,"Transformation (Death)","The Open-Pit Terraforming Ecologist: Reclaiming Coal Mines into Pioneer Forests",147,TRUE,COMPLETED
september-14,September,14,September 14,14,"Temperance","The Estuarine Salinity Hydrologist: Managing Salt Marsh Water Mixing Gates",148,TRUE,COMPLETED
september-15,September,15,September 15,15,"The Devil","The Wildlife Cyber-Prosecutor: Exposing Exotic Flora Trafficking Networks",148,TRUE,COMPLETED
september-16,September,16,September 16,16,"The Tower","The Mine Shaft Structural Auditor: Mounting Subterranean Hoist Friction Brakes",151,TRUE,COMPLETED
september-17,September,17,September 17,17,"The Star","The Orbital Lidar Satellite Analyst: Telemetering Forest Canopy Biomass",158,TRUE,COMPLETED
september-18,September,18,September 18,18,"The Moon","The Bat Echo-Location Bio-Acoustician: Mapping Sub-Tropical Forest Canopy Chiroptera Flight",153,TRUE,COMPLETED
september-19,September,19,September 19,19,"The Sun","The Floating Solar Array Lead: Engineering Reservoir Photovoltaic Grids",153,TRUE,COMPLETED
september-20,September,20,September 20,20,"Judgement","The Paleo-Botanical Archaeologist: Uncovering Fossilized Glacial Seed Deposits",129,TRUE,COMPLETED
september-21,September,21,September 21,21,"The World","The Subsea Cable Telecommunication Lead: Routing Deep-Ocean Fiber Trenches",140,TRUE,COMPLETED
september-22,September,22,September 22,22,"The Fool","The Equinox Agroforestry Guild Designer: Planting Multi-Tier Topsoil Shelterbelts",147,TRUE,COMPLETED
september-23,September,23,September 23,5,"The Hierophant","The Mycelium Bioremediation Engineer: Installing Sub-Surface Fungal Filtration Mats",144,TRUE,COMPLETED
september-24,September,24,September 24,6,"The Lovers","The Murano Glass Atelier Lead: Directing Hand-Blown Crystal Craftsmen",153,TRUE,COMPLETED
september-25,September,25,September 25,7,"The Chariot","The Autonomous Electric Cargo Vessel Captain: Routing Coastal Zero-Emission Container Ships",145,TRUE,COMPLETED
september-26,September,26,September 26,8,"Justice","The Maritime Collision Arbitrator: Decreeing Ocean Vessel Liability Limits",142,TRUE,COMPLETED
september-27,September,27,September 27,9,"The Hermit","The Abyssal Sediment Core Curator: Indexing Micro-Fossil Plankton Shells",152,TRUE,COMPLETED
september-28,September,28,September 28,10,"Wheel of Fortune","The Molten Salt Thermal Engine Lead: Operating Desert Solar Storage Tanks",162,TRUE,COMPLETED
september-29,September,29,September 29,11,"Strength","The Abyssal Cephalopod Hydrophone Lead: Mapping Deep Trench Giant Squid Pulses",153,TRUE,COMPLETED
september-30,September,30,September 30,3,"The Empress","The Pomegranate Seed Oil Bio-Refiner: Extracting Punicic Acid Polyphenols",140,TRUE,COMPLETED
october-1,October,1,October 1,1,"The Magician","The Quantum Optics Architect: Synchronizing Cold-Atom Lattice Clocks",131,TRUE,COMPLETED
october-2,October,2,October 2,2,"The High Priestess","The Karst Hydro-Geologist: Mapping Subterranean Cavern Drip Isotope Cycles",132,TRUE,COMPLETED
october-3,October,3,October 3,3,"The Empress","The Passionflower Flavonoid Bio-Refiner: Crystallizing Calming Phytomedicines",119,TRUE,COMPLETED
october-4,October,4,October 4,4,"The Emperor","The Deepwater Platform Dismantling Lead: Executing Diamond Wire Subsea Cuts",141,TRUE,COMPLETED
october-5,October,5,October 5,5,"The Hierophant","The Geothermal Hydro-Geology Chair: Authoring Volcanic Aquifer Curricula",135,TRUE,COMPLETED
october-6,October,6,October 6,6,"The Lovers","The Bavarian Hops Kiln Lead: Managing Hallertau Drying Facilities",136,TRUE,COMPLETED
october-7,October,7,October 7,7,"The Chariot","The eVTOL Air-Taxi Flight Director: Routing Urban Vertiport Corridors",144,TRUE,COMPLETED
october-8,October,8,October 8,8,"Justice","The Subsea Cable Landing Arbitrator: Validating Coastal Easement Access",144,TRUE,COMPLETED
october-9,October,9,October 9,9,"The Hermit","The Cave Ice Crystal Curator: Documenting High-Alpine Melt Layer Isotope Records",161,TRUE,COMPLETED
october-10,October,10,October 10,10,"Wheel of Fortune","The Salinity Gradient Blue Energy Lead: Operating Pressure-Retarded Osmosis Turbines",151,TRUE,COMPLETED
october-11,October,11,October 11,11,"Strength","The Alpine Ibex Sanctuary Warden: Safeguarding Sheer Mountain Cliff Ranges",148,TRUE,COMPLETED
october-12,October,12,October 12,12,"The Hanged Man","The Apple Bark Bio-Leather Refiner: Repurposing Pomace Residue into Biomaterials",129,TRUE,COMPLETED
october-13,October,13,October 13,13,"Transformation (Death)","The Nickel Slag Terraforming Ecologist: Converting Smelter Dumps into Fern Sanctuaries",140,TRUE,COMPLETED
october-14,October,14,October 14,14,"Temperance","The Coastal Lagoon Hydrologist: Regulating Tidal Inlet Flushing Gates",138,TRUE,COMPLETED
october-15,October,15,October 15,15,"The Devil","The High-Seas Cyber-Prosecutor: Targeting Illegal Shark Finning Syndicates",142,TRUE,COMPLETED
october-16,October,16,October 16,16,"The Tower","The Suspension Bridge Structural Auditor: Retrofitting Stay-Cable Wind Dampers",142,TRUE,COMPLETED
october-17,October,17,October 17,17,"The Star","The Orbital Thermal Infrared Satellite Analyst: Modeling Magma Thermal Anomalies",146,TRUE,COMPLETED
october-18,October,18,October 18,18,"The Moon","The Nocturnal Owl Bio-Acoustician: Analyzing Silent Flight Feather Biomimicry",139,TRUE,COMPLETED
october-19,October,19,October 19,19,"The Sun","The Solar Desalination Dome Lead: Operating Floating Concentrator Arrays",151,TRUE,COMPLETED
october-20,October,20,October 20,20,"Judgement","The Amber Paleo-Ornithologist: Cataloging Cretaceous Feather Nodules",136,TRUE,COMPLETED
october-21,October,21,October 21,21,"The World","The Trans-Atlantic Quantum Subsea Cable Lead: Installing Encrypted Ocean Fiber",140,TRUE,COMPLETED
october-22,October,22,October 22,22,"The Fool","The Cusp Alpine Avalanche Shelterbelt Designer: Rooting Mountain Slope Barriers",146,TRUE,COMPLETED
october-23,October,23,October 23,5,"The Hierophant","The Oceanography Physics Chair: Instructing Thermohaline Circulation Dynamics",129,TRUE,COMPLETED
october-24,October,24,October 24,6,"The Lovers","The Piedmont Chestnut Mill Lead: Managing Organic Stone-Milling Facilities",151,TRUE,COMPLETED
october-25,October,25,October 25,7,"The Chariot","The Electric Straddle Carrier Captain: Maneuvering Automated Port Corridors",138,TRUE,COMPLETED
october-26,October,26,October 26,8,"Justice","The Transboundary Air Pollution Arbitrator: Validating Plume Emission Treaties",152,TRUE,COMPLETED
october-27,October,27,October 27,9,"The Hermit","The Cretaceous Amber Resin Curator: Documenting Ancient Air Bubble Archives",150,TRUE,COMPLETED
october-28,October,28,October 28,10,"Wheel of Fortune","The Floating Wind Flywheel Lead: Operating Gyroscopic Stabilizing Generators",155,TRUE,COMPLETED
october-29,October,29,October 29,11,"Strength","The Abyssal Blue Whale Bio-Acoustician: Tracking Low-Frequency Infrasound",152,TRUE,COMPLETED
october-30,October,30,October 30,3,"The Empress","The Cranberry Seed Lipid Bio-Refiner: Extracting Proanthocyanidin Polyphenols",123,TRUE,COMPLETED
october-31,October,31,October 31,4,"The Emperor","The Subterranean DNA Vault Engineer: Fortifying Climate-Proof Gene Bunkers",147,TRUE,COMPLETED
